Title,Author,Description,Article_Link,Cited_by,All_versions,Related_articles_Link
[PDF][PDF] iSENSE: A web environment and hardware platform for data sharing and citizen science,"F Martin, S Kuhn, M Scribner-MacLean… - 2010 AAAI Spring …, 2010 - cdn.aaai.org","… With data storage and analysis handled on the web, physical computing hardware costs are 
… analysis of sensor data, and encourage our students to become citizen scientists, as they …",https://cdn.aaai.org/ocs/1099/1099-5910-1-PB.pdf,9,6,"https://scholar.google.com/scholar?q=related:PbXgMwmyaBcJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Functional neuroimaging of speech perception in infants,"G Dehaene-Lambertz, S Dehaene, L Hertz-Pannier - science, 2002 - science.org","… sequences with occasional missing data. An important issue … To characterize the latency 
and sign of the HRF in our data … (A) Sample nonaveraged data recorded from a left temporal …",https://www.science.org/doi/abs/10.1126/science.1077066,1334,25,"https://scholar.google.com/scholar?q=related:Fb9vwFz_kBgJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Integrating operations and marketing perspectives of product innovation: The influence of organizational process factors and capabilities on development performance,"MV Tatikonda, MM Montoya-Weiss - Management science, 2001 - pubsonline.informs.org","This paper adopts a multidisciplinary view of innovation by integrating operations and marketing 
perspectives of product development. The conceptual framework builds on the resource-…",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.47.1.151.10669,842,12,"https://scholar.google.com/scholar?q=related:1Eyhg-6xtmIJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Localization of knowledge and the mobility of engineers in regional networks,"P Almeida, B Kogut - Management science, 1999 - pubsonline.informs.org","… By analyzing data on the interfirm mobility of patent holders, we empirically show that the 
interfirm mobility of engineers influences the local transfer of knowledge. The flow of …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.45.7.905,3667,18,"https://scholar.google.com/scholar?q=related:shz6UnaeIIoJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Manufacturing strategy, environmental uncertainty and performance: a path analytic model","PM Swamidass, WT Newell - Management science, 1987 - pubsonline.informs.org","… The empirical section of this study based on data gathered from 35 manufacturers found 
that environmental uncertainty influenced manufacturing strategy variables such as …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.33.4.509,1692,14,"https://scholar.google.com/scholar?q=related:GpY6LOikYlIJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The case study crisis: Some answers,"RK Yin - Administrative science quarterly, 1981 - JSTOR","… data. Although such data should be integrated with qualitative data throughout a case 
study narrative, the quantitative data themselves may first need to be coded and tabulated. …",https://www.jstor.org/stable/2392599,4696,9,"https://scholar.google.com/scholar?q=related:K5XhOvwFLDgJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[HTML][HTML] A review of “methods of multivariate analysis, ”",AC Rencher - 2005 - Taylor & Francis,"… Data sets that are multivariate in nature are common in modern engineering, science, and 
… by statisticians, computer scientists, and others for analyzing multivariate data can help …",https://www.tandfonline.com/doi/full/10.1080/07408170500232784,6883,18,"https://scholar.google.com/scholar?q=related:RRf6Y_fyM68J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Data mining in finance: advances in relational and hybrid methods,"B Kovalerchuk, E Vityaev - 2005 - books.google.com","… a new area of data mining and financial applications - relational data mining (RDM) … in data 
mining methodology and practice. Topics covered in this chapter include the relational data …",https://books.google.com/books?hl=en&lr=&id=quDlBwAAQBAJ&oi=fnd&pg=PR11&dq=Data+Science&ots=x07FxJN2BC&sig=fXz4cmT6pDfnM3SOr-o6tgndDY8,422,14,"https://scholar.google.com/scholar?q=related:1jtpD8wgGf8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Mathematics and science achievement: Effects of motivation, interest, and academic engagement","K Singh, M Granville, S Dika - The journal of educational research, 2002 - Taylor & Francis","… Ninety-three percent of selected students participated in the data collection. The final … data 
on variables of interest and test scores and grades in mathematics and science, the data file …",https://www.tandfonline.com/doi/abs/10.1080/00220670209596607,1551,10,"https://scholar.google.com/scholar?q=related:mziBytpc_E0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
On the characterization of nonlinear viscoelastic materials,"RA Schapery - Polymer Engineering & Science, 1969 - Wiley Online Library","… recovery data can be conveiently used to evaluate properties in one equation, while two‐step 
relaxation data serve the same purpose for the second equation. Methods of reducing data …",https://4spepublications.onlinelibrary.wiley.com/doi/abs/10.1002/pen.760090410,1379,3,"https://scholar.google.com/scholar?q=related:-evVkyf9IsQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Recent climate change in the Arctic and its impact on contaminant pathways and interpretation of temporal trend data,"RW Macdonald, T Harner, J Fyfe - Science of the total environment, 2005 - Elsevier","The Arctic has undergone dramatic change during the past decade. The observed changes 
include atmospheric sea-level pressure, wind fields, sea-ice drift, ice cover, length of melt …",https://www.sciencedirect.com/science/article/pii/S0048969704008381,846,14,"https://scholar.google.com/scholar?q=related:OQs2gEFwcrkJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
E-mail as a source and symbol of stress,"SR Barley, DE Meyerson, S Grodal - Organization Science, 2011 - pubsonline.informs.org","… Using a combination of quantitative and qualitative data, this paper builds theory that 
unravels this apparent contradiction. As the literature would predict, we found that the more time …",https://pubsonline.informs.org/doi/abs/10.1287/orsc.1100.0573,827,13,"https://scholar.google.com/scholar?q=related:XoMAg0r5yIQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] Models in science,"R Frigg, S Hartmann - 2006 - seop.illc.uva.nl","… data we gain from immediate observation, the so-called raw … data play a crucial role in 
confirming theories because it is the model of data, and not the often messy and complex raw data…",https://seop.illc.uva.nl/entries/models-science/,1388,8,"https://scholar.google.com/scholar?q=related:jsIsFp1SxusJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
An introduction to wavelets,"A Graps - IEEE computational science and engineering, 1995 - ieeexplore.ieee.org","… mathematical requirements and are used in representing data or other functions. This idea 
… use to look at data plays a special role. Wavelet algorithms process data at different scales or …",https://ieeexplore.ieee.org/abstract/document/388960/,3022,31,"https://scholar.google.com/scholar?q=related:PkICe04EvnsJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Loss aversion under prospect theory: A parameter-free measurement,"M Abdellaoui, H Bleichrodt… - … science, 2007 - pubsonline.informs.org","Agrowing body of qualitative evidence shows that loss aversion, a phenomenon formalized 
in prospect theory, can explain a variety of field and experimental data. Quantifications of …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.1070.0711,973,26,"https://scholar.google.com/scholar?q=related:z9EoIbSvnK0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Who is selling the ivory tower? Sources of growth in university licensing,"JG Thursby, MC Thursby - Management science, 2002 - pubsonline.informs.org","… Nonparametric programming techniques are applied to survey data from 64 universities to 
calculate total factor productivity (TFP) growth in each stage. To examine the sources of TFP …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.48.1.90.14271,1288,19,"https://scholar.google.com/scholar?q=related:3iXFz8R6Jl8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Network structure, self-organization, and the growth of international collaboration in science","CS Wagner, L Leydesdorff - Research policy, 2005 - Elsevier","… growth of international collaboration against data. Using data detailing collaborations for 
1990 … line of inquiry drawn from network sciences. Physicists studying network dynamics have …",https://www.sciencedirect.com/science/article/pii/S0048733305001745,1343,14,"https://scholar.google.com/scholar?q=related:ZeTa7v6k67EJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Genetic identification of a hantavirus associated with an outbreak of acute respiratory illness,"ST Nichol, CF Spiropoulou, S Morzunov, PE Rollin… - Science, 1993 - science.org","… two outlying data points to establish an apparent correlation. This reduction in the number of 
data … the ever-present danger that an apparent correlation might be found by omitting data …",https://www.science.org/doi/abs/10.1126/science.8235615,1379,14,"https://scholar.google.com/scholar?q=related:l35kYN_ho4kJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Parameter-free elicitation of utility and probability weighting functions,"M Abdellaoui - Management science, 2000 - pubsonline.informs.org","This paper proposes a two-step method to successively elicit utility functions and decision 
weights under rank-dependent expected utility theory and its “more descriptive” version: …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.46.11.1497.12080,1183,10,"https://scholar.google.com/scholar?q=related:5vSE7xlJueMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
What theory is not,"RI Sutton, BM Staw - Administrative science quarterly, 1995 - JSTOR","… theory in the social sciences, but there is more consensus that references, data, variables, … 
papers that test part rather than all of a theory and use illustrative rather than definitive data. …",https://www.jstor.org/stable/2393788,2925,15,"https://scholar.google.com/scholar?q=related:eB9wwjTZn7UJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Nonparametric statistical inference,"JD Gibbons, S Chakraborti - … encyclopedia of statistical science, 2011 - Springer","… But many studies, particularly in social science research, collect data as opinions or ratings, 
as in Likert scale data. Such data cannot possibly be assumed to have come from a normal …",https://link.springer.com/chapter/10.1007/978-3-642-04898-2_420,5745,11,"https://scholar.google.com/scholar?q=related:mOmvDAnDhv0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The liability of good reputation: A study of product recalls in the US automobile industry,"M Rhee, PR Haunschild - Organization Science, 2006 - pubsonline.informs.org","In this paper, we explore opposing theoretical claims about how organizational reputation 
affects market reactions to product defects. On the one hand, good reputation could be a …",https://pubsonline.informs.org/doi/abs/10.1287/orsc.1050.0175,869,17,"https://scholar.google.com/scholar?q=related:Z-Wl0ttIFcMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] Predictive modelling and analytics for diabetes using a machine learning approach,"H Kaur, V Kumari - Applied computing and informatics, 2022 - emerald.com","… We trained our model with 70% training data and tested with 30% remaining data. Five 
different models have been developed using supervised learning to detect whether the patient is …",https://www.emerald.com/insight/content/doi/10.1016/j.aci.2018.12.004/full/html,230,3,"https://scholar.google.com/scholar?q=related:0Vx5BxZSJMMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The persistence and transfer of learning in industrial settings,"L Argote, SL Beckman, D Epple - Management science, 1990 - pubsonline.informs.org","The persistence of learning within organizations and the transfer of learning across 
organizations are examined on data collected from multiple organizations. Results indicate that …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.36.2.140,1883,17,"https://scholar.google.com/scholar?q=related:-uicAbHYArUJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Statistics with vague data,"R Kruse, KD Meyer - 1987 - books.google.com","… inference in the presence of vague data. Parts of the manuscript have been used in courses 
for graduate level students of mathematics and computer sciences held by the first author at …",https://books.google.com/books?hl=en&lr=&id=Ann_RxQTZcoC&oi=fnd&pg=PP13&dq=Data+Science&ots=poVmu78HDL&sig=Dlj5EXvEHTcj5TrBTrQ2ncoeBY4,917,3,"https://scholar.google.com/scholar?q=related:FOgoCitfDGcJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Qualitative research and content validity: developing best practices based on science and experience,"M Brod, LE Tesler, TL Christensen - Quality of life research, 2009 - Springer","… data … data have often been referred to as a “soft science” and the researcher as “a maker of 
quilts” [4]. Given the concerns about qualitative research being perceived as “soft science,” [5–…",https://link.springer.com/article/10.1007/s11136-009-9540-9,1134,15,"https://scholar.google.com/scholar?q=related:DHvOMv6ha3sJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] Supporting Red List threat assessments With,"S Bachman, J Moat, AV Hill… - … in biodiversity science, 2011 - books.google.com","… Developed to utilise spatially referenced primary occurrence data, the … data from multiple 
sources such as GBIF, Flickr and Scratchpads as well as user generated occurrence data. …",https://books.google.com/books?hl=en&lr=&id=GRC_7G9WkGQC&oi=fnd&pg=PA117&dq=Data+Science&ots=9GkB1BX9UP&sig=aLAhzK77nVKQTDjNrKEpN7EQfCI,1806,21,"https://scholar.google.com/scholar?q=related:58mB3sr9SmAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Simvastatin promotes angiogenesis and prevents microvascular remodeling in chronic renal ischemia,"AR Chade, X Zhu, OP Mushin, C Napoli… - The FASEB …, 2006 - Wiley Online Library","We tested the hypothesis that statins would decrease renal injury in renal artery stenosis (RAS) 
by restoring angiogenesis and attenuating intrarenal microvascular (IMV) remodeling. …",https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fj.05-5680fje,155,7,"https://scholar.google.com/scholar?q=related:iHIZl0m3KRQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Calculation of uncertainties of U-Pb isotope data,"KR Ludwig - Earth and Planetary Science Letters, 1980 - Elsevier","… developed techniques used to garner the raw data itself. However, the accurate estimation 
… the data for leastsquares linear regression, and (2) to determine whether a set of data exhibit …",https://www.sciencedirect.com/science/article/pii/0012821X80900072,795,6,"https://scholar.google.com/scholar?q=related:_SHvdjI8_6QJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[HTML][HTML] A DNA-based registry for all animal species: the Barcode Index Number (BIN) system,"S Ratnasingham, PDN Hebert - PloS one, 2013 - journals.plos.org","… PLOS ONE policies on sharing data and materials nor does … system based on DNA 
sequence data, but there is another … provide an ideal source of data because more than two …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0066213,1872,21,"https://scholar.google.com/scholar?q=related:-n0Q--fzgzMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Science and judgment in risk assessment,National Research Council - 1994 - books.google.com,"… Has EPA developed mechanisms for keeping its risk-assessment procedures current in the 
face of new developments in science? 3. Are adequate risk-related data being collected to …",https://books.google.com/books?hl=en&lr=&id=k9mKUyfHakcC&oi=fnd&pg=PT17&dq=Data+Science&ots=A0YYIqjUFr&sig=WvwgjKWGqgOD17BN41-pJY42p98,1036,4,"https://scholar.google.com/scholar?q=related:wP9DhT9mX88J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Contextualising the role of the gatekeeper in social science research,"S Singh, DR Wassenaar - South African Journal of Bioethics and Law, 2016 - ajol.info","… access to data and respondents, restricting and wanting control over the scope of data analysis 
… wish to influence or manipulate the data, or request access to the raw data. This could be …",https://www.ajol.info/index.php/sajbl/article/view/138158,168,13,"https://scholar.google.com/scholar?q=related:x1bwzCUymncJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Ecometrics: toward a science of assessing ecological settings, with application to the systematic social observation of neighborhoods","SW Raudenbush, RJ Sampson - Sociological methodology, 1999 - Wiley Online Library","… Using the observation data as an illustrative example, we … Most published research on 
neighborhoods relies on data … Other sources of administrative data often aggregated to the …",https://onlinelibrary.wiley.com/doi/abs/10.1111/0081-1750.00059,1312,4,"https://scholar.google.com/scholar?q=related:Bj6yXCgfjD8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Exposure science in the 21st century: a vision and a strategy,National Research Council - 2012 - books.google.com,"… –scientists”, collecting their own exposure data to inform themselves about what they 
might be exposed to, and this can lead to more comprehensive application of exposure-science …",https://books.google.com/books?hl=en&lr=&id=HBt51qM3azQC&oi=fnd&pg=PR1&dq=Data+Science&ots=_2xa9BnohD&sig=zyzJBQ-xSAx9VA1rzPUXSwKuPSM,224,6,"https://scholar.google.com/scholar?q=related:Jh_jeBhOIOYJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[PDF][PDF] Supporting and promoting argumentation discourse in science education,"RA Duschl, J Osborne - 2002 - Taylor & Francis","… until pedagogical practices and curricula begin a process of transformation and establishing 
opportunities for students to engage in enquiry that models authentic practice tracking data …",https://www.tandfonline.com/doi/pdf/10.1080/03057260208560187,1861,12,"https://scholar.google.com/scholar?q=related:Tu67v21Uzk4J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Network externalities in microcomputer software: An econometric analysis of the spreadsheet market,"E Brynjolfsson, CF Kemerer - Management science, 1996 - pubsonline.informs.org","Because of network externalities, the success of a software product may depend in part on 
stalled base and its conformance to industry standards. This research builds a hedonic model …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.42.12.1627,1008,20,"https://scholar.google.com/scholar?q=related:pP8AOA7gjDkJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Landscape ecology: what is the state of the science?,"MG Turner - Annu. Rev. Ecol. Evol. Syst., 2005 - annualreviews.org","… data, field measurements, experimental model systems, and simulation modeling, is the 
norm in landscape studies; the interplay of models and data has been characteristic of the field. …",https://www.annualreviews.org/doi/abs/10.1146/annurev.ecolsys.36.102003.152614,1290,19,"https://scholar.google.com/scholar?q=related:qRG1XG3XGOQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[PDF][PDF] ETOPO1 arc-minute global relief model: procedures, data sources and analysis","C Amante, BW Eakins - 2009 - researchgate.net","… Both coastline data sets were used in evaluating individual source data sets and ETOPO1. 
They were also used to clip some data sets to the coastline to eliminate anomalous values. …",https://www.researchgate.net/profile/Christopher-Amante/publication/228077300_ETOPO1_1_Arc-Minute_Global_Relief_Model_procedures_data_sources_and_analysis/links/59f77930458515547c24c805/ETOPO1-1-Arc-Minute-Global-Relief-Model-procedures-data-sources-and-analysis.pdf,4949,7,"https://scholar.google.com/scholar?q=related:cPRY2exSF84J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
The many levels of inquiry,"H Banchi, R Bell - Science and children, 2008 - search.proquest.com","… data For example, you may want students to confirm that the … They follow the directions for 
doing the experiment, record their data… They would need to use the data collected showing that …",https://search.proquest.com/openview/94da97e9a5090eb024c13b92001ec534/1?pq-origsite=gscholar&cbl=41736,1206,4,"https://scholar.google.com/scholar?q=related:41MlLfsT_m8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Incentives and problem uncertainty in innovation contests: An empirical analysis,"KJ Boudreau, N Lacetera… - … science, 2011 - pubsonline.informs.org","… Using a unique data set of 9,661 software contests, we provide evidence of two coexisting 
and opposing forces that operate when the number of competitors increases. Greater rivalry …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.1110.1322,1028,19,"https://scholar.google.com/scholar?q=related:_Ycou5xQYrkJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Understanding current causes of women's underrepresentation in science,"SJ Ceci, WM Williams - … the National Academy of Sciences, 2011 - National Acad Sciences","… of science often focus on sex discrimination in grant and … Claims that women scientists suffer 
discrimination in these … Based on a review of the past 20 y of data, we suggest that some of …",https://www.pnas.org/doi/abs/10.1073/pnas.1014871108,1296,27,"https://scholar.google.com/scholar?q=related:ZSTxTjZny_AJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
A global map of human impact on marine ecosystems,"BS Halpern, S Walbridge, KA Selkoe, CV Kappel… - science, 2008 - science.org","… Indeed, our data suggest that almost half of all coral reefs experience medium high to very 
high impact (13, 17, 23). Shallow soft-bottom and pelagic deep-water ecosystems had the …",https://www.science.org/doi/abs/10.1126/science.1149345,6861,53,"https://scholar.google.com/scholar?q=related:DvAlqQ5LD_MJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[BOOK][B] Verification and validation in computational science and engineering,PJ Roache - 1998 - pdfs.semanticscholar.org,"… 253 8.8 Hard-Wired Data vs. User Input Data … 311 10.13 Dynamic Stall Wind Tunnel 
Data: Who Does the Tweaking? …",https://pdfs.semanticscholar.org/0f3c/728bd0f17e45cce72bda2165707a0eb9e03b.pdf,3247,3,"https://scholar.google.com/scholar?q=related:DQJjFAxR70QJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Major computer science challenges at exascale,"A Geist, R Lucas - The International Journal of High …, 2009 - journals.sagepub.com","… opportunity for science, one … science goals critical to the nation’s energy, ecological 
sustainability, and global security, we must focus on major architecture, software, algorithm, and data …",https://journals.sagepub.com/doi/pdf/10.1177/1094342009347445,81,4,"https://scholar.google.com/scholar?q=related:2ozY5jGDRgQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Predicting subcellular localization of proteins for Gram‐negative bacteria by support vector machines based on n‐peptide compositions,"CS Yu, CJ Lin, JK Hwang - Protein science, 2004 - Wiley Online Library","… When the training data are mapped into a vector in a higher dimensional space, it is possible 
that data can be linearly separated. In the training process, only part of the training data are …",https://onlinelibrary.wiley.com/doi/abs/10.1110/ps.03479604,852,12,"https://scholar.google.com/scholar?q=related:El2EhGKqDqQJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Coulomb staircase at room temperature in a self-assembled molecular nanostructure,"RP Andres, T Bein, M Dorogi, S Feng, JI Henderson… - science, 1996 - science.org","… SAM, the current-voltage data showed ""Coulomb staircase"" behavior. These data are in good 
agreement with … We obtained the data at room temperature using a Pt/lr tipin a UHV STM. …",https://www.science.org/doi/abs/10.1126/science.272.5266.1323,1389,12,"https://scholar.google.com/scholar?q=related:VRqpxX4QRxYJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
[PDF][PDF] Forest products and wood science: an introduction,"JL Bowyer, R Shmulsky, JG Haygreen - 2003 - svc043.wic023v.server-web.com","… This is particularly useful as a source of data on a range of … data have been presented in 
both SI and imperial units, thus enabling easy comparison with the many varied published data …",http://svc043.wic023v.server-web.com/pdf/pdf-members/afj/AFJ%202007%20v70/3/12BookReview2.pdf,1020,5,"https://scholar.google.com/scholar?q=related:CCsfDwlbrs0J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"Pytorch: An imperative style, high-performance deep learning library","A Paszke, S Gross, F Massa, A Lerer… - Advances in neural …, 2019 - proceedings.neurips.cc","… Data scientists are familiar with the Python language, its programming model, and its 
tools. PyTorch should be a first-class member of that ecosystem. It follows the commonly …",https://proceedings.neurips.cc/paper/2019/hash/bdbca288fee7f92f2bfa9f7012727740-Abstract.html,26797,14,"https://scholar.google.com/scholar?q=related:v7JXuX5L-TAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Mechanisms controlling world water chemistry,"RJ Gibbs - Science, 1970 - science.org","… by the data for the anions of the Rio Pecos and Rio Grande, plotted as arrows in Fig. For the 
axes showing data for total dissolved salts (Figs. and 4), precipitation or runoff data could be …",https://www.science.org/doi/abs/10.1126/science.170.3962.1088,4098,7,"https://scholar.google.com/scholar?q=related:hS8V-lE6NLAJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Epistemologically authentic inquiry in schools: A theoretical framework for evaluating inquiry tasks,"CA Chinn, BA Malhotra - Science education, 2002 - Wiley Online Library","… simple view of science, believing that science is a discipline … other human endeavors, where 
data are messy. Simple inquiry … Scientists rationally and regularly discount anomalous data. …",https://onlinelibrary.wiley.com/doi/abs/10.1002/sce.10001,2067,11,"https://scholar.google.com/scholar?q=related:QM_atiLMdmwJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Terms of empowerment/exemplars of prevention: Toward a theory for community psychology,"J Rappaport - American journal of community psychology, 1987 - search.proquest.com","… Borrowing theories (as opposed to data) from domains that … the value of data for applied 
scientists and professionals who … into which all our data (as well as the data we adopt from others…",https://search.proquest.com/openview/0f710e84b2db680ace5001513ea67da6/1?pq-origsite=gscholar&cbl=1821511,4162,10,"https://scholar.google.com/scholar?q=related:GjRYvAUTYP8J:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Context-dependent preferences,"A Tversky, I Simonson - Management science, 1993 - pubsonline.informs.org","… Despite its simplicity and intuitive appeal, there is a growing body of data that is inconsistent 
with this theory. In particular, the relative attractiveness of x compared to y often depends on …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.39.10.1179,1828,12,"https://scholar.google.com/scholar?q=related:K7Edicpv70kJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Mixing qualitative and quantitative methods: Triangulation in action,"TD Jick - Administrative science quarterly, 1979 - JSTOR","There is a distinct tradition in the literature on social science research methods that advocates 
… "" in sufficient detail to indicate exactly how convergent data are collected and interpreted. …",https://www.jstor.org/stable/2392366,13781,9,"https://scholar.google.com/scholar?q=related:K-20QZ1KWjgJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Consumption self-control by rationing purchase quantities of virtue and vice,"K Wertenbroch - Marketing science, 1998 - pubsonline.informs.org","… a field survey of quantity discounts and with a scanner data analysis of chain-wide store-level … 
The analyses of these experimental, field, and scanner data provide strong convergent …",https://pubsonline.informs.org/doi/abs/10.1287/mksc.17.4.317,1086,14,"https://scholar.google.com/scholar?q=related:dEO_7WgW_vMJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
An empirical analysis of search engine advertising: Sponsored search in electronic markets,"A Ghose, S Yang - Management science, 2009 - pubsonline.informs.org","… Using a unique six-month panel data set of several hundred keywords collected from a 
large nationwide retailer that advertises on Google, we empirically model the relationship …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.1090.1054,897,26,"https://scholar.google.com/scholar?q=related:W0WrnelGr5cJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[BOOK][B] Network science, a decade later: The Internet and classroom learning","A Feldman, C Konold, B Coulter, B Conroy - 2000 - books.google.com","… The experience of network science projects suggests that … matter and data analysis at the 
heart of network science projects. … into network science by examining discourse and data in …",https://books.google.com/books?hl=en&lr=&id=srSRAgAAQBAJ&oi=fnd&pg=PP1&dq=Data+Science&ots=98JWQUhBJ4&sig=coKGpnjDnmBXALsOYLBtU_bDLj8,186,4,"https://scholar.google.com/scholar?q=related:SABp8gePKBsJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Value of information in capacitated supply chains,"S Gavirneni, R Kapuscinski, S Tayur - Management science, 1999 - pubsonline.informs.org","We incorporate information flow between a supplier and a retailer in a two-echelon model 
that captures the capacitated setting of a typical supply chain. We consider three situations: (1) …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.45.1.16,1359,18,"https://scholar.google.com/scholar?q=related:8RHs7CSj4PEJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
"[PDF][PDF] Science, technology, engineering, and mathematics (STEM) education: A primer","HB Gonzalez, JJ Kuenzi - 2012 - fayllar.org","… 36 Comparable data for the NAEP science assessment are not available. The science … 
, and science. As such, the 2009 results are not comparable with results from prior years. …",https://fayllar.org/pars_docs/refs/480/479491/479491.pdf,1041,13,"https://scholar.google.com/scholar?q=related:Pd5xMnFaGxgJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Tumor response to radiotherapy regulated by endothelial cell apoptosis,"M Garcia-Barros, F Paris, C Cordon-Cardo, D Lyden… - Science, 2003 - science.org","… Our data define microvascular damage as a key mechanism in tumor response to radiation 
at the low dose range. This dose range is equivalent in its biological effects to the higher …",https://www.science.org/doi/abs/10.1126/science.1082504,1799,11,"https://scholar.google.com/scholar?q=related:kGCeW4u321kJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
Sourcing by design: Product complexity and the supply chain,"S Novak, SD Eppinger - Management science, 2001 - pubsonline.informs.org","… We test this hypothesis with a simultaneous equations model applied to data from the 
luxury-performance segment of the auto industry. We find a significant and positive relationship …",https://pubsonline.informs.org/doi/abs/10.1287/mnsc.47.1.189.10662,884,22,"https://scholar.google.com/scholar?q=related:Ltrs6q95czUJ:scholar.google.com/&scioq=Data+Science&hl=en&as_sdt=0,5"
